id,service_provider_id,sku_id,price,discount,final_price,availability,updated_at
245bf98e-24d4-416e-8a5d-c2fe53119f94,03122204-f02b-4d9c-9699-8647f508a0a6,bcfbb726-f2a3-4734-8390-7d0e6262726f,321,6,315,TRUE,2026-03-31T23:46:40.129Z
34786273-aaff-42fc-b59c-f02655dca641,03122204-f02b-4d9c-9699-8647f508a0a6,c134a6e1-8386-476a-917e-8e02eb830f54,721,47,674,TRUE,2026-03-31T23:46:40.129Z
bd68eb3d-ae71-4023-888f-17f7a18c06c6,03122204-f02b-4d9c-9699-8647f508a0a6,f257e86a-5f1f-4583-8460-955f69b64b47,652,5,647,TRUE,2026-03-31T23:46:40.129Z
9a02beb7-65ff-486f-88fb-b706830db468,048e5728-12a7-43bb-bdf8-7299b05f991e,0b6f5979-bbbf-41c8-98f5-c2c33ef27305,701,43,658,TRUE,2026-03-31T23:46:40.129Z
13cc99c0-40fb-48e8-9a78-9e9a8e634097,048e5728-12a7-43bb-bdf8-7299b05f991e,2a8ed994-41ca-4a68-b835-aa7e3397d34d,265,39,226,TRUE,2026-03-31T23:46:40.129Z
433ded9e-f82e-46ba-b8ed-017f10dce30c,048e5728-12a7-43bb-bdf8-7299b05f991e,36d9b8ac-1f4c-4434-bed7-bfe5c82c8f57,572,45,527,TRUE,2026-03-31T23:46:40.129Z
0ab70e57-3098-4aab-93dd-5e12cbd45172,048e5728-12a7-43bb-bdf8-7299b05f991e,434a853a-adc5-4eb6-9b44-95018eab1abf,331,16,315,TRUE,2026-03-31T23:46:40.129Z
7a36e23b-a1a5-47e9-9812-d8bc9df95f1e,048e5728-12a7-43bb-bdf8-7299b05f991e,54296a36-886a-49ad-82e5-49dd4626acb0,698,30,668,TRUE,2026-03-31T23:46:40.129Z
606d3f06-8a33-4bc3-bbd7-f04ba2f4a99a,048e5728-12a7-43bb-bdf8-7299b05f991e,72a90422-b9f8-4f22-b784-f4576f4a71f3,122,96,26,TRUE,2026-03-31T23:46:40.129Z
dace7de7-3d41-4e46-a93f-0662ec865cf7,048e5728-12a7-43bb-bdf8-7299b05f991e,bed1b4ba-9438-404d-b4f9-f0145db4d9b2,740,17,723,TRUE,2026-03-31T23:46:40.129Z
89a53007-b986-45cc-acc6-076231dfc3cb,048e5728-12a7-43bb-bdf8-7299b05f991e,eb354d26-653d-4454-a174-f227d793c377,216,42,174,TRUE,2026-03-31T23:46:40.129Z
9f34557d-1616-49b1-94a9-aab9e4302df4,048e5728-12a7-43bb-bdf8-7299b05f991e,fe8142dd-a403-4def-923f-300702df6c7f,955,15,940,TRUE,2026-03-31T23:46:40.129Z
99a5decd-8052-4e7c-9931-fb825a9a15ae,05c8be42-11b2-4636-8f06-8cbc30f82983,040c5bc3-4784-4883-80d6-feaa5c09169e,480,38,442,TRUE,2026-03-31T23:46:40.129Z
ee3fb2b6-a166-4f64-9a50-b6f26cb012a4,05c8be42-11b2-4636-8f06-8cbc30f82983,1ab7fb81-78df-4dd7-85fe-91151495ffe9,969,30,939,TRUE,2026-03-31T23:46:40.129Z
541d43b6-4058-4d4a-874a-053b5ffa858d,05c8be42-11b2-4636-8f06-8cbc30f82983,27d7cd5d-9d2e-4c48-83b5-bf16202c1563,331,92,239,TRUE,2026-03-31T23:46:40.129Z
1ae0cb39-4302-4b49-9f63-21a092c82adb,05c8be42-11b2-4636-8f06-8cbc30f82983,4e6559c7-8a79-4e95-acfd-703b06e8b1c0,797,48,749,TRUE,2026-03-31T23:46:40.129Z
190e400a-7375-4184-91c0-9d53c91ef531,05c8be42-11b2-4636-8f06-8cbc30f82983,5402f03e-c709-45c6-9dc9-66bad26bbe0c,773,93,680,TRUE,2026-03-31T23:46:40.129Z
371a1442-f4b7-4fff-9c9b-a7a8b87eb9b8,05c8be42-11b2-4636-8f06-8cbc30f82983,6ef3d5a8-1978-45c4-adb4-9a9b9d82e0f2,305,69,236,TRUE,2026-03-31T23:46:40.129Z
6dd00b43-68bb-4d44-b208-6582d22cf21a,05c8be42-11b2-4636-8f06-8cbc30f82983,861e8e23-5464-49f9-bd73-52d3abdc9841,128,90,38,TRUE,2026-03-31T23:46:40.129Z
cd6669aa-6c15-4164-ba70-32c12e54e434,05c8be42-11b2-4636-8f06-8cbc30f82983,b8004b0e-2736-40c5-a78f-fb8997012a51,51,51,10,TRUE,2026-03-31T23:46:40.129Z
4edb1ee2-1c94-45f2-972f-159daff5aaf3,05c8be42-11b2-4636-8f06-8cbc30f82983,c44abe5f-714b-4ea7-9468-8bee0a4b2225,71,65,6,TRUE,2026-03-31T23:46:40.129Z
bbe7c012-5ecf-4b73-9809-c74806b8793d,05c8be42-11b2-4636-8f06-8cbc30f82983,e9eed37d-ac1b-4227-879d-8b07fa88ce44,608,45,563,TRUE,2026-03-31T23:46:40.129Z
8b42c90f-95b5-4045-86df-64d60fc1f6a5,07f32005-cb0c-4a5f-b9be-4c90ca14744f,05a41de2-0754-416a-869b-fbee186406ba,791,23,768,TRUE,2026-03-31T23:46:40.129Z
2c298b4f-779f-453b-91b0-170f7efc37e4,07f32005-cb0c-4a5f-b9be-4c90ca14744f,47ba617b-c099-4f1b-8e2a-d04ffa4cd76f,931,18,913,TRUE,2026-03-31T23:46:40.129Z
e83c7e2f-70d1-4408-aeab-a06fe715c116,07f32005-cb0c-4a5f-b9be-4c90ca14744f,6d2c4907-a11a-4e82-a27d-7334cbc2f740,81,58,23,TRUE,2026-03-31T23:46:40.129Z
feae4d66-3595-42ce-ae40-7d16f25d8d70,07f32005-cb0c-4a5f-b9be-4c90ca14744f,6ef3d5a8-1978-45c4-adb4-9a9b9d82e0f2,311,60,251,TRUE,2026-03-31T23:46:40.129Z
980bc4ec-0fc4-4597-ab77-702ace7dd811,07f32005-cb0c-4a5f-b9be-4c90ca14744f,6f77c541-8e79-4e09-addb-6dbab59c1965,642,10,632,TRUE,2026-03-31T23:46:40.129Z
2d5ccf99-ee16-4426-9315-ee8513c123ce,07f32005-cb0c-4a5f-b9be-4c90ca14744f,ab25256e-88cf-4ff7-bd61-edda8007d71a,112,26,86,TRUE,2026-03-31T23:46:40.129Z
81c2f00d-14ee-41c5-8ac7-062e57831a12,07f32005-cb0c-4a5f-b9be-4c90ca14744f,bfc84592-d7e0-49bc-8837-5df99838c6e2,188,87,101,TRUE,2026-03-31T23:46:40.129Z
0fc3c733-6090-45d8-a671-4fc547b781fb,07f32005-cb0c-4a5f-b9be-4c90ca14744f,c238c50e-ae28-46ae-b7c7-243a5e72bef4,106,34,72,TRUE,2026-03-31T23:46:40.129Z
d45f82f9-c7b5-46c2-91d8-435025f67bba,07f32005-cb0c-4a5f-b9be-4c90ca14744f,c8cc704d-0695-492a-996c-015c8bcdd222,159,84,75,TRUE,2026-03-31T23:46:40.129Z
2134e87e-b524-4017-a17f-6dc49f115cdc,07f32005-cb0c-4a5f-b9be-4c90ca14744f,f4fa86ae-5fc8-4dbc-a64b-4530ece77f01,511,41,470,TRUE,2026-03-31T23:46:40.129Z
d182d774-f923-49f5-b39c-631e340d3112,0a926f62-7bf4-4735-941a-959a9fac8572,1cf15db8-0a20-4147-aaf5-22a84954f8d0,572,93,479,TRUE,2026-03-31T23:46:40.129Z
8a9e51ac-caf9-4ecb-8251-3aedb79c162c,0a926f62-7bf4-4735-941a-959a9fac8572,3025f17f-5fb2-4ae2-910c-c4688a9a70fd,100,81,19,TRUE,2026-03-31T23:46:40.129Z
cc9c5770-04cf-4178-8e50-b7be812ecd82,0a926f62-7bf4-4735-941a-959a9fac8572,31187929-3e9d-41b0-8e7f-881b3fb6a7de,989,25,964,TRUE,2026-03-31T23:46:40.129Z
219ad82b-d3e9-483a-b046-894e01b5973e,0a926f62-7bf4-4735-941a-959a9fac8572,3c1fac87-702e-4f0e-9e04-3d9c31e4d796,635,38,597,TRUE,2026-03-31T23:46:40.129Z
14ff0f5f-ac2d-4bbf-98d6-5697866ffddd,0a926f62-7bf4-4735-941a-959a9fac8572,4092a3b8-7ae7-4543-b3a3-101ceda5719d,901,26,875,TRUE,2026-03-31T23:46:40.129Z
b8a2dd25-b232-467b-8ef0-4a3ac602c068,0a926f62-7bf4-4735-941a-959a9fac8572,420183ef-c5fa-4e00-806e-411aed1ffcda,825,100,725,TRUE,2026-03-31T23:46:40.129Z
ddd54220-ac75-4837-a8c0-2e9ec8b411f3,0a926f62-7bf4-4735-941a-959a9fac8572,585015f1-5091-4aef-92bc-e2c27b219c6a,196,64,132,TRUE,2026-03-31T23:46:40.129Z
9b36ade5-d582-464d-8a06-20386dca5c1c,0a926f62-7bf4-4735-941a-959a9fac8572,791273cf-4c0b-460d-b636-cae150856715,912,87,825,TRUE,2026-03-31T23:46:40.129Z
93e1a237-55f0-46b8-af37-9ab03288cdfb,0a926f62-7bf4-4735-941a-959a9fac8572,b8957407-ad25-4eef-9586-ef00d0f71e2f,854,4,850,TRUE,2026-03-31T23:46:40.129Z
26fc046b-de59-4342-9011-e73c222378be,0a926f62-7bf4-4735-941a-959a9fac8572,bee33072-bf1f-461f-aa6a-eeba74e7a411,565,88,477,TRUE,2026-03-31T23:46:40.129Z
0d9e2b0a-1ccd-4a62-af81-446ff849010e,1397fcfb-6783-4eb8-bd44-f026c2bc305e,0ecd479b-e55e-43bb-92f2-3a7faca2711a,748,22,726,TRUE,2026-03-31T23:46:40.129Z
925483ec-72d0-419e-b5a3-0eaa3355a9bd,1397fcfb-6783-4eb8-bd44-f026c2bc305e,12e43c74-d4d9-4557-aa11-7c8fb038a165,174,74,100,TRUE,2026-03-31T23:46:40.129Z
befed7a6-57fb-4b71-b8c4-a04256a179cf,1397fcfb-6783-4eb8-bd44-f026c2bc305e,24353159-f783-4406-8aad-5a09b7b17565,339,100,239,TRUE,2026-03-31T23:46:40.129Z
165d3945-735f-4dbd-b4e9-5827b5bb8bad,1397fcfb-6783-4eb8-bd44-f026c2bc305e,3eebab33-3cb4-4316-afb4-18ba3275ef1b,346,89,257,TRUE,2026-03-31T23:46:40.129Z
fa3e4dda-2f78-47ef-82d0-33d238a7c2d4,1397fcfb-6783-4eb8-bd44-f026c2bc305e,9ab3c97c-2bb5-4ed8-a339-87f19d1a3553,238,60,178,TRUE,2026-03-31T23:46:40.129Z
d5c5cd7b-ad47-4fec-87ec-400573c8d7db,1397fcfb-6783-4eb8-bd44-f026c2bc305e,a219b4a9-a041-4b31-9a4c-68b31d4d765b,990,57,933,TRUE,2026-03-31T23:46:40.129Z
9a12f470-a211-47cd-8498-442fea9752b5,1397fcfb-6783-4eb8-bd44-f026c2bc305e,b8724794-496b-4fc0-9a3e-c1ee35cc1af7,956,80,876,TRUE,2026-03-31T23:46:40.129Z
45f3146f-9ec8-4272-b17c-ab7eafa616c2,1397fcfb-6783-4eb8-bd44-f026c2bc305e,b8a344e8-31b6-4568-b1ca-696d4c18c400,558,62,496,TRUE,2026-03-31T23:46:40.129Z
943b64d1-7cc2-4569-9ff1-c2d392d287d6,1397fcfb-6783-4eb8-bd44-f026c2bc305e,bbc59f7b-ebcc-47ec-9d7f-a49ba7bbf481,800,90,710,TRUE,2026-03-31T23:46:40.129Z
64c5fcdd-7afe-43d8-a16a-d05ea5819f54,1397fcfb-6783-4eb8-bd44-f026c2bc305e,c030b767-d772-4d21-9314-b2b41bd31fb4,579,92,487,TRUE,2026-03-31T23:46:40.129Z
e70fc35d-8834-4c7b-b95c-a0f5ce24fa23,13d7d390-3a14-45af-b8a4-bc84a156e9c5,0be20826-4508-4289-bbe3-6e8ea40d319f,970,89,881,TRUE,2026-03-31T23:46:40.129Z
142a697a-3c0e-499c-b4f0-b9eb514526d5,13d7d390-3a14-45af-b8a4-bc84a156e9c5,3084fbf3-6675-49e0-802b-860f09c9cd9b,582,32,550,TRUE,2026-03-31T23:46:40.129Z
c9f6d8fd-f3b2-46db-9dde-170d8496873b,13d7d390-3a14-45af-b8a4-bc84a156e9c5,4cdb9879-baa6-4a5c-a057-a889b29b98a6,611,15,596,TRUE,2026-03-31T23:46:40.129Z
991e2ac3-7e3c-440f-8d10-6e67154cda0c,13d7d390-3a14-45af-b8a4-bc84a156e9c5,6338f439-2e6b-48c2-878e-05a780b55c98,356,38,318,TRUE,2026-03-31T23:46:40.129Z
270cb952-aec3-483c-84f8-0fb41bc38b64,13d7d390-3a14-45af-b8a4-bc84a156e9c5,7619a521-c594-4509-ab4b-1875ce20e10a,675,26,649,TRUE,2026-03-31T23:46:40.129Z
71b53dca-1d9d-49c6-992f-a0df91c414dd,13d7d390-3a14-45af-b8a4-bc84a156e9c5,9ab3c97c-2bb5-4ed8-a339-87f19d1a3553,458,64,394,TRUE,2026-03-31T23:46:40.129Z
a40bd4dc-7c84-49e0-bdad-e682d9f9ed07,13d7d390-3a14-45af-b8a4-bc84a156e9c5,9d86e2eb-1ba6-4a2a-80cc-57e2519bbd71,77,37,40,TRUE,2026-03-31T23:46:40.129Z
e1510cf1-2cbf-4f1a-b766-5e9653d0ac34,13d7d390-3a14-45af-b8a4-bc84a156e9c5,a52c9233-836e-4429-94ee-640460a33006,227,23,204,TRUE,2026-03-31T23:46:40.129Z
1678802a-7e97-49fc-9b8b-3ea040526e49,13d7d390-3a14-45af-b8a4-bc84a156e9c5,d86600f6-1694-4a29-b996-96fc1c435e3a,992,26,966,TRUE,2026-03-31T23:46:40.129Z
c2a1c6f7-2ff1-4289-bf8d-b1e44a1633f2,16bfc380-f7c2-4f20-b258-607e9a38faef,09be6b14-5a72-418b-9e1b-6aa05c0c6eda,81,1,80,TRUE,2026-03-31T23:46:40.129Z
575450a9-190e-4cb1-8faf-c2985ae68b59,16bfc380-f7c2-4f20-b258-607e9a38faef,17c15e18-1a5d-4ce0-afd8-9bf3ccb729f8,349,74,275,TRUE,2026-03-31T23:46:40.129Z
3f66569f-089b-4523-a1ea-f00d401f61d7,16bfc380-f7c2-4f20-b258-607e9a38faef,2849381a-b12f-45cf-a1b9-ff9381fb0d43,209,73,136,TRUE,2026-03-31T23:46:40.129Z
3497d419-7ba8-4876-aa2a-36af7b877d85,16bfc380-f7c2-4f20-b258-607e9a38faef,32c262a5-28c9-40e4-a302-defc3e8d750c,463,24,439,TRUE,2026-03-31T23:46:40.129Z
31dc10be-db9a-4aff-a519-407f5f06c8de,16bfc380-f7c2-4f20-b258-607e9a38faef,36d9b8ac-1f4c-4434-bed7-bfe5c82c8f57,743,94,649,TRUE,2026-03-31T23:46:40.129Z
57757def-8850-4516-86e2-d473d1f971ac,16bfc380-f7c2-4f20-b258-607e9a38faef,4867aaa3-4542-4dd5-9c3e-002e43c57518,977,19,958,TRUE,2026-03-31T23:46:40.129Z
16b46510-04b8-4ad4-a3c3-e5d70f0785f7,16bfc380-f7c2-4f20-b258-607e9a38faef,72a90422-b9f8-4f22-b784-f4576f4a71f3,142,69,73,TRUE,2026-03-31T23:46:40.129Z
bbcf5119-1312-456c-9a2f-9efc615144a7,16bfc380-f7c2-4f20-b258-607e9a38faef,a219b4a9-a041-4b31-9a4c-68b31d4d765b,793,90,703,TRUE,2026-03-31T23:46:40.129Z
dd70c5ff-98fa-45a9-9159-f3e47adcb3b8,16bfc380-f7c2-4f20-b258-607e9a38faef,c834e30b-38a1-49a3-a253-aba6ca551768,450,23,427,TRUE,2026-03-31T23:46:40.129Z
d932accc-4d97-4650-99cb-414406c63d89,16bfc380-f7c2-4f20-b258-607e9a38faef,eb354d26-653d-4454-a174-f227d793c377,278,67,211,TRUE,2026-03-31T23:46:40.129Z
614a449c-0ea4-4124-9712-637b77ff23ed,173ffa2f-f728-48a8-b495-883643eabba7,208f2aed-5517-431f-9fdf-56161c06b4b1,464,63,401,TRUE,2026-03-31T23:46:40.129Z
7a7fdef0-5e4a-4be0-9bb5-6431cf360a2f,173ffa2f-f728-48a8-b495-883643eabba7,3f4ee515-efa5-47e2-a51a-26a468452ee6,316,59,257,TRUE,2026-03-31T23:46:40.129Z
d686a14b-b327-4c75-acbe-ec93fd3273b9,173ffa2f-f728-48a8-b495-883643eabba7,3f9eab84-4566-4af6-b469-ff92153860a4,848,29,819,TRUE,2026-03-31T23:46:40.129Z
73cd7f9b-cffc-4761-8608-35a1603b3acc,173ffa2f-f728-48a8-b495-883643eabba7,57cd9569-f89d-4a99-9f30-93fa0d3b8d51,170,76,94,TRUE,2026-03-31T23:46:40.129Z
21e17ff3-e0b3-4183-af6b-4b052212ba87,173ffa2f-f728-48a8-b495-883643eabba7,6d79684c-0f0b-480d-9e34-ad80e30bff6e,280,18,262,TRUE,2026-03-31T23:46:40.129Z
5d74b200-ec08-4254-9aa5-ad45906bcfec,173ffa2f-f728-48a8-b495-883643eabba7,73f791fb-2df4-4733-bf7e-fb8a9ad33317,963,49,914,TRUE,2026-03-31T23:46:40.129Z
00fde734-e7be-4169-b5a3-d6e40188ede7,173ffa2f-f728-48a8-b495-883643eabba7,75b59488-9647-4c58-b775-dea8dd92b829,122,44,78,TRUE,2026-03-31T23:46:40.129Z
ffc96535-255c-48f5-a278-efd660671f7e,173ffa2f-f728-48a8-b495-883643eabba7,c6e3ad50-d1e9-4844-af6f-f246cd6cb52a,760,65,695,TRUE,2026-03-31T23:46:40.129Z
9450a817-3959-4041-9ffd-9bb22065b5d7,173ffa2f-f728-48a8-b495-883643eabba7,e546d0bf-7b0e-48e2-adb2-ae717d4ffd99,974,100,874,TRUE,2026-03-31T23:46:40.129Z
0808b926-08f4-42c9-98d3-84cf77092084,173ffa2f-f728-48a8-b495-883643eabba7,f4fa86ae-5fc8-4dbc-a64b-4530ece77f01,718,18,700,TRUE,2026-03-31T23:46:40.129Z
6f980654-6403-4ece-b95f-9d2b3b5dad6f,19639dcc-675a-4619-b1ac-a16585f11648,0f9d4d1c-7830-4798-9515-d84597bce297,75,75,10,TRUE,2026-03-31T23:46:40.129Z
10ab9ba1-067e-4a6b-8e95-d53a202e4868,19639dcc-675a-4619-b1ac-a16585f11648,2dc91b90-b506-449e-be69-380a89bfe6f6,250,38,212,TRUE,2026-03-31T23:46:40.129Z
e6686080-7a67-4e2b-ab6e-a06978aef4a7,19639dcc-675a-4619-b1ac-a16585f11648,3084fbf3-6675-49e0-802b-860f09c9cd9b,979,58,921,TRUE,2026-03-31T23:46:40.129Z
1cad25d2-8803-4b41-ac5c-d8a3291c3210,19639dcc-675a-4619-b1ac-a16585f11648,6cfeb1c7-cddf-43bf-90ae-6d1b71fa4323,53,29,24,TRUE,2026-03-31T23:46:40.129Z
91bf8e74-df77-4dd1-acb7-5cc2e6db6c8f,19639dcc-675a-4619-b1ac-a16585f11648,ae356331-b71d-41c6-a501-d596f86c8ea7,620,0,620,TRUE,2026-03-31T23:46:40.129Z
26839dad-2abe-4e5f-aa6b-4b9c038cffd4,19639dcc-675a-4619-b1ac-a16585f11648,b699b4ac-85a2-46c5-be04-0e5410c13e0d,711,64,647,TRUE,2026-03-31T23:46:40.129Z
420e2bc5-7953-439d-ba6b-3c1c990e954a,19639dcc-675a-4619-b1ac-a16585f11648,b8957407-ad25-4eef-9586-ef00d0f71e2f,993,18,975,TRUE,2026-03-31T23:46:40.129Z
6c057516-bf52-489f-a0e5-9153424d3ada,19639dcc-675a-4619-b1ac-a16585f11648,b8cede42-ec0e-4e2f-a3ab-77717689a15d,714,47,667,TRUE,2026-03-31T23:46:40.129Z
5ff2023c-a18a-4980-81a3-d4a3bb43dc79,19639dcc-675a-4619-b1ac-a16585f11648,b9640797-415f-4309-997b-372bb6e638f0,339,99,240,TRUE,2026-03-31T23:46:40.129Z
56674f32-c45f-4185-a2a7-d923adadb837,19639dcc-675a-4619-b1ac-a16585f11648,eb354d26-653d-4454-a174-f227d793c377,902,75,827,TRUE,2026-03-31T23:46:40.129Z
47ecff3e-bd2a-4dbe-8a37-939f901d494f,1b36cc59-e894-416b-aff4-5ecf2ab1f098,23e5f675-4e29-47af-bf31-436fc5819323,964,11,953,TRUE,2026-03-31T23:46:40.129Z
d6a17d2f-6ba0-4afb-9d7c-b43eaf38be3f,1b36cc59-e894-416b-aff4-5ecf2ab1f098,41482e51-221a-4d9d-bcb0-2ee0fa6ff749,412,100,312,TRUE,2026-03-31T23:46:40.129Z
012ab702-a26d-4884-ba33-bb99b6151c48,1b36cc59-e894-416b-aff4-5ecf2ab1f098,4db5f081-e3e1-4eed-a0f6-de9f71f78bde,994,68,926,TRUE,2026-03-31T23:46:40.129Z
5f0c4fcb-5912-4ef9-9b4d-2d4b5e916cd2,1b36cc59-e894-416b-aff4-5ecf2ab1f098,5ee7dcce-d77c-40b5-9186-eadc79d981c6,883,81,802,TRUE,2026-03-31T23:46:40.129Z
f4424a17-4e9a-4a74-b080-787990b86a03,1b36cc59-e894-416b-aff4-5ecf2ab1f098,a52c9233-836e-4429-94ee-640460a33006,556,14,542,TRUE,2026-03-31T23:46:40.129Z
7b06dfbe-bd9a-428b-b47c-af2db47577f6,1b36cc59-e894-416b-aff4-5ecf2ab1f098,b55acc5f-4ad3-4b08-81fb-4081d14a83ad,584,40,544,TRUE,2026-03-31T23:46:40.129Z
6d1cb8d8-98e4-4d16-ab6e-fb601cf6644f,1b36cc59-e894-416b-aff4-5ecf2ab1f098,c134a6e1-8386-476a-917e-8e02eb830f54,584,58,526,TRUE,2026-03-31T23:46:40.129Z
c229a466-93f6-470e-b43e-9ae8ff5fd696,1b36cc59-e894-416b-aff4-5ecf2ab1f098,c74ede7c-5a0f-42d5-8b4a-063a76c28311,803,4,799,TRUE,2026-03-31T23:46:40.129Z
49f6cc36-2753-494a-bb16-63da73c25cd9,1b36cc59-e894-416b-aff4-5ecf2ab1f098,d244ec4f-4b78-42bd-99f9-44a59bdb38ea,108,33,75,TRUE,2026-03-31T23:46:40.129Z
a6b46a90-32a0-4918-98ea-1defa4fa0531,1b36cc59-e894-416b-aff4-5ecf2ab1f098,fa376211-456f-4a9e-ad46-a40134a2461e,688,21,667,TRUE,2026-03-31T23:46:40.129Z
26301468-6c3a-419e-bf4c-89f068edcf87,1c39d179-a473-4504-b7ac-96ef282bf7bf,083b45f2-3833-4485-8fee-08e326dd470f,75,1,74,TRUE,2026-03-31T23:46:40.129Z
3b0d194b-c6bb-40d4-9924-8c1779728f6c,1c39d179-a473-4504-b7ac-96ef282bf7bf,1ab7fb81-78df-4dd7-85fe-91151495ffe9,463,67,396,TRUE,2026-03-31T23:46:40.129Z
d62d5026-279f-4679-9acf-84dcf731db39,1c39d179-a473-4504-b7ac-96ef282bf7bf,1cf15db8-0a20-4147-aaf5-22a84954f8d0,762,32,730,TRUE,2026-03-31T23:46:40.129Z
ea2ed174-24ef-456e-af48-80de68237025,1c39d179-a473-4504-b7ac-96ef282bf7bf,3eebab33-3cb4-4316-afb4-18ba3275ef1b,316,48,268,TRUE,2026-03-31T23:46:40.129Z
bdea0566-fa61-455e-9e3b-ab39ce70185f,1c39d179-a473-4504-b7ac-96ef282bf7bf,6601e232-df07-44aa-8ac9-ee6a180043ff,100,61,39,TRUE,2026-03-31T23:46:40.129Z
e35aa327-e3f8-4d39-9414-92f725417498,1c39d179-a473-4504-b7ac-96ef282bf7bf,7619a521-c594-4509-ab4b-1875ce20e10a,425,24,401,TRUE,2026-03-31T23:46:40.129Z
014c0396-f369-4d76-af76-1ada28c4e5a8,1c39d179-a473-4504-b7ac-96ef282bf7bf,c812be85-0903-4dea-a218-194d091480dc,257,52,205,TRUE,2026-03-31T23:46:40.129Z
94f5454b-ac8d-4c37-b6c2-cfa025933f9b,1c39d179-a473-4504-b7ac-96ef282bf7bf,d7d2dd80-3225-4b5b-8aeb-ff667f6d4605,402,78,324,TRUE,2026-03-31T23:46:40.129Z
ac0c6d85-0521-44fb-b284-9c65239d8a41,1c39d179-a473-4504-b7ac-96ef282bf7bf,ed99fdb8-cf67-4a0e-bc38-0b5cf8ede2eb,448,4,444,TRUE,2026-03-31T23:46:40.129Z
765214ed-ee23-4884-8523-dac44d45ff29,1c39d179-a473-4504-b7ac-96ef282bf7bf,f9c842bb-5527-48b5-9237-0fc7daab73cb,285,16,269,TRUE,2026-03-31T23:46:40.129Z
702aca2f-cdb7-4c8e-bc1c-926c51b5360c,205658cb-10d5-4f4a-a9f5-606fac44c06e,3160a736-ae4d-42c3-b5ae-81315fb1b51d,785,77,708,TRUE,2026-03-31T23:46:40.129Z
